TeamId,TeamName,SubmissionDate,Score
535475,zhouzhou,"2017-03-13 05:39:24",0.22692
535475,zhouzhou,"2017-03-13 05:58:39",0.22243
530641,D1eg0,"2017-03-13 10:21:18",0.14398
535475,zhouzhou,"2017-03-14 02:51:23",0.14973
535475,zhouzhou,"2017-03-14 03:17:24",0.14704
509205,"mohammed khamis","2017-03-14 21:13:17",0.11739
509205,"mohammed khamis","2017-03-15 07:44:08",0.11731
509205,"mohammed khamis","2017-03-15 10:58:01",0.11724
509205,"mohammed khamis","2017-03-16 11:46:34",0.11475
524043,"Abi Gatti","2017-03-17 15:03:35",0.12089
546501,Weimust,"2017-03-18 19:55:11",0.20880
546501,Weimust,"2017-03-18 20:41:41",0.20216
546501,Weimust,"2017-03-19 22:41:41",0.18346
441364,"Doron Rippel","2017-03-20 07:55:25",0.11421
546501,Weimust,"2017-03-21 09:43:49",0.14332
546501,Weimust,"2017-03-21 10:08:30",0.12971
441364,"Doron Rippel","2017-03-22 05:45:07",0.11417
441364,"Doron Rippel","2017-03-22 06:00:34",0.11409
441364,"Doron Rippel","2017-03-22 06:08:17",0.11404
441364,"Doron Rippel","2017-03-22 06:12:09",0.11401
441364,"Doron Rippel","2017-03-22 06:15:42",0.11394
441364,"Doron Rippel","2017-03-22 06:19:16",0.11391
441364,"Doron Rippel","2017-03-22 06:22:55",0.11388
441364,"Doron Rippel","2017-03-23 05:33:46",0.11387
441364,"Doron Rippel","2017-03-23 05:38:44",0.11386
441364,"Doron Rippel","2017-03-23 06:01:50",0.11386
439244,DSXL,"2017-03-23 13:29:40",0.06627
612073,LTK,"2017-03-23 21:03:36",0.42882
441364,"Doron Rippel","2017-03-24 13:34:28",0.11385
441364,"Doron Rippel","2017-03-25 13:32:22",0.11375
441364,"Doron Rippel","2017-03-25 13:43:15",0.11375
441364,"Doron Rippel","2017-03-25 18:18:48",0.11374
441364,"Doron Rippel","2017-03-26 05:08:34",0.11373
612073,LTK,"2017-03-26 22:44:57",0.22285
612073,LTK,"2017-03-27 00:44:59",0.21305
441364,"Doron Rippel","2017-03-28 06:19:05",0.11373
570043,FaizanRasheed,"2017-03-28 09:40:07",0.24675
441364,"Doron Rippel","2017-03-30 11:06:35",0.11359
586807,DanieleBroccolo,"2017-04-02 22:20:07",0.39733
586807,DanieleBroccolo,"2017-04-03 21:36:29",0.30846
586807,DanieleBroccolo,"2017-04-03 22:44:29",0.20047
612073,LTK,"2017-04-06 15:43:29",0.20698
612073,LTK,"2017-04-06 15:48:49",0.19623
612073,LTK,"2017-04-06 15:49:24",0.19555
592024,ndavisduke,"2017-04-09 23:17:35",0.31575
592024,ndavisduke,"2017-04-10 00:39:27",0.20510
375328,"Praveen Singh","2017-04-10 03:47:54",0.14755
592024,ndavisduke,"2017-04-11 07:03:07",0.15939
592024,ndavisduke,"2017-04-12 06:06:08",0.15776
415767,TheJuniorLebowski,"2017-04-15 14:03:52",0.14557
612073,LTK,"2017-04-16 03:59:53",0.16583
612073,LTK,"2017-04-16 04:29:15",0.15483
612073,LTK,"2017-04-16 04:39:50",0.14902
612073,LTK,"2017-04-16 04:40:30",0.12635
544293,kubqr1,"2017-04-17 03:41:30",0.14269
544293,kubqr1,"2017-04-17 03:44:59",0.13566
439244,DSXL,"2017-04-18 09:57:55",0.06626
366180,Roman,"2017-04-18 10:19:01",0.12584
592024,ndavisduke,"2017-04-18 17:27:26",0.13098
592024,ndavisduke,"2017-04-19 03:23:46",0.12945
592024,ndavisduke,"2017-04-19 03:25:01",0.12930
612073,LTK,"2017-04-20 03:41:33",0.11722
615439,"prabhakaran Arivalagan","2017-04-22 03:22:22",0.40890
612073,LTK,"2017-04-25 00:54:10",0.11435
570043,FaizanRasheed,"2017-04-27 13:06:47",0.11448
612073,LTK,"2017-04-29 02:40:39",0.11421
612073,LTK,"2017-04-29 02:54:39",0.11416
497220,"Petar Z","2017-05-05 01:56:42",0.89999
497220,"Petar Z","2017-05-05 02:40:51",0.84797
497220,"Petar Z","2017-05-05 03:12:30",0.22801
497220,"Petar Z","2017-05-05 03:18:37",0.21241
497220,"Petar Z","2017-05-05 04:27:10",0.17777
497220,"Petar Z","2017-05-07 19:31:25",0.13127
497220,"Petar Z","2017-05-11 09:54:46",0.13057
612073,LTK,"2017-05-11 20:53:28",0.11416
612073,LTK,"2017-05-13 18:38:06",0.11413
612073,LTK,"2017-05-14 03:11:22",0.11401
612073,LTK,"2017-05-14 03:38:01",0.11392
375328,"Praveen Singh","2017-05-14 05:30:25",0.12654
497220,"Petar Z","2017-05-14 20:28:36",0.12853
612073,LTK,"2017-05-15 01:03:06",0.11344
612073,LTK,"2017-05-15 04:03:37",0.11288
612073,LTK,"2017-05-15 04:17:27",0.11287
612073,LTK,"2017-05-16 00:01:12",0.11284
612073,LTK,"2017-05-16 22:34:29",0.11275
592024,ndavisduke,"2017-05-19 22:40:30",0.12683
592024,ndavisduke,"2017-05-20 18:57:37",0.12642
592024,ndavisduke,"2017-05-22 17:02:03",0.12520
366180,Roman,"2017-05-22 18:58:45",0.11443
592024,ndavisduke,"2017-05-24 01:41:58",0.12519
695833,Tested,"2017-05-27 09:49:57",0.42949
480244,JamesGoGo,"2017-05-28 16:25:51",0.12747
592024,ndavisduke,"2017-05-31 04:17:59",0.12484
592024,ndavisduke,"2017-05-31 04:41:21",0.12463
711329,"masaki hiroaki","2017-06-02 06:41:29",0.19349
711329,"masaki hiroaki","2017-06-02 07:08:09",0.13911
711329,"masaki hiroaki","2017-06-02 07:49:17",0.13324
718825,TKMaker,"2017-06-06 06:57:37",0.16256
718825,TKMaker,"2017-06-06 07:01:12",0.13661
718825,TKMaker,"2017-06-06 07:03:14",0.13248
718825,TKMaker,"2017-06-06 07:12:50",0.12930
522679,shinsagara,"2017-06-06 09:29:54",0.30852
522679,shinsagara,"2017-06-07 01:54:56",0.30852
522679,shinsagara,"2017-06-07 02:15:53",0.25630
522679,shinsagara,"2017-06-07 02:18:35",0.25624
522679,shinsagara,"2017-06-07 09:57:46",0.21880
497220,"Petar Z","2017-06-07 18:14:22",0.12852
522679,shinsagara,"2017-06-08 00:12:44",0.17191
522679,shinsagara,"2017-06-08 00:32:32",0.16692
522679,shinsagara,"2017-06-08 00:36:51",0.15539
522679,shinsagara,"2017-06-08 05:04:26",0.15402
522679,shinsagara,"2017-06-08 06:05:43",0.15110
522679,shinsagara,"2017-06-08 07:12:50",0.14468
522679,shinsagara,"2017-06-08 08:55:34",0.14040
522679,shinsagara,"2017-06-09 00:47:36",0.13231
522679,shinsagara,"2017-06-09 02:23:44",0.12027
522679,shinsagara,"2017-06-09 02:26:36",0.12011
497220,"Petar Z","2017-06-10 08:33:23",0.12508
497220,"Petar Z","2017-06-11 21:55:02",0.12489
522679,shinsagara,"2017-06-12 05:20:01",0.11623
624503,karthikeyan,"2017-06-12 09:14:47",0.17874
577606,Yushuai,"2017-06-12 19:27:49",0.16894
577606,Yushuai,"2017-06-13 02:46:51",0.16828
435524,"Prajit Datta","2017-06-13 07:22:27",0.11401
624503,karthikeyan,"2017-06-13 11:15:45",0.15168
624503,karthikeyan,"2017-06-13 12:03:54",0.12327
577606,Yushuai,"2017-06-13 15:18:56",0.16655
577606,Yushuai,"2017-06-13 16:28:22",0.16542
577606,Yushuai,"2017-06-13 16:33:00",0.16515
497220,"Petar Z","2017-06-13 18:38:06",0.12414
497220,"Petar Z","2017-06-13 18:49:11",0.12414
696973,ywx_,"2017-06-13 21:13:30",0.16151
624503,karthikeyan,"2017-06-15 11:42:53",0.12129
592024,ndavisduke,"2017-06-16 02:26:36",0.11459
592024,ndavisduke,"2017-06-16 02:58:27",0.11139
726045,"Kamal Joshi","2017-06-18 05:55:00",0.42949
696973,ywx_,"2017-06-18 10:21:36",0.16079
696973,ywx_,"2017-06-19 16:52:06",0.15167
619227,GoKagglers,"2017-06-21 11:14:20",0.12086
749783,ML2017Summer,"2017-06-23 00:00:25",0.14072
746235,"Olga Belitskaya","2017-06-23 22:11:48",0.15354
746235,"Olga Belitskaya","2017-06-23 22:13:26",0.15002
752677,"Mayur Newase","2017-06-25 12:20:41",9.45389
752677,"Mayur Newase","2017-06-25 12:57:10",0.12096
726045,"Kamal Joshi","2017-06-25 16:22:39",0.36153
749783,ML2017Summer,"2017-06-25 20:28:36",0.13870
749783,ML2017Summer,"2017-06-25 20:29:57",0.13496
749783,ML2017Summer,"2017-06-25 20:31:05",0.13302
726045,"Kamal Joshi","2017-06-26 06:23:25",0.30933
726045,"Kamal Joshi","2017-06-26 06:34:25",0.30349
726045,"Kamal Joshi","2017-06-26 06:52:48",0.21161
749783,ML2017Summer,"2017-06-27 12:31:50",0.13139
587125,JoustingJoyce,"2017-06-29 05:07:58",0.46048
587125,JoustingJoyce,"2017-06-29 05:08:33",0.24923
587125,JoustingJoyce,"2017-06-29 05:10:21",0.23664
587125,JoustingJoyce,"2017-06-29 05:20:19",0.12086
749783,ML2017Summer,"2017-06-29 22:27:35",0.12949
749783,ML2017Summer,"2017-06-30 04:36:34",0.12259
749783,ML2017Summer,"2017-06-30 05:46:47",0.12069
768709,"Ron Johnson","2017-07-07 06:40:40",0.12553
775069,ChenS,"2017-07-07 06:52:28",9.45385
775069,ChenS,"2017-07-07 06:58:46",9.45383
775069,ChenS,"2017-07-07 09:30:05",9.45378
775069,ChenS,"2017-07-08 07:39:39",0.12807
775069,ChenS,"2017-07-08 07:52:25",0.11871
779738,SteMck,"2017-07-10 10:16:25",0.60018
779738,SteMck,"2017-07-10 14:48:54",0.39305
546808,takenotabi,"2017-07-12 08:36:07",0.40890
696973,ywx_,"2017-07-17 16:22:02",0.14847
797391,GaneshNaik,"2017-07-24 18:49:48",0.33415
775069,ChenS,"2017-08-02 02:37:18",0.11825
775069,ChenS,"2017-08-02 03:21:38",0.11687
796545,massquantity,"2017-08-10 10:36:40",0.12096
850142,progin,"2017-08-12 09:35:45",0.41889
830544,"nicholas teague","2017-08-15 00:04:30",0.26440
830544,"nicholas teague","2017-08-15 00:46:56",0.24734
796545,massquantity,"2017-08-18 23:35:14",0.12043
796545,massquantity,"2017-08-19 00:40:04",0.11963
796545,massquantity,"2017-08-20 02:13:17",0.11962
799458,"Janson Hendryli","2017-08-21 09:03:35",10.29999
865087,"Swapnesh Khare","2017-08-22 06:07:28",0.16395
865087,"Swapnesh Khare","2017-08-22 06:32:47",0.15777
865087,"Swapnesh Khare","2017-08-22 06:53:18",0.15747
865087,"Swapnesh Khare","2017-08-22 06:56:22",0.15698
865087,"Swapnesh Khare","2017-08-22 11:42:59",0.12459
799458,"Janson Hendryli","2017-08-23 02:01:40",0.33200
865087,"Swapnesh Khare","2017-08-23 03:21:55",0.12205
865087,"Swapnesh Khare","2017-08-23 03:37:12",0.12164
865087,"Swapnesh Khare","2017-08-23 06:09:15",0.12150
865087,"Swapnesh Khare","2017-08-23 06:16:09",0.12108
865087,"Swapnesh Khare","2017-08-23 06:34:40",0.12099
865087,"Swapnesh Khare","2017-08-23 06:40:14",0.11753
865087,"Swapnesh Khare","2017-08-23 06:49:34",0.11739
871943,"Scott B.","2017-08-24 01:04:43",0.42949
871943,"Scott B.","2017-08-24 01:15:33",0.33415
871943,"Scott B.","2017-08-24 01:31:11",0.22577
871943,"Scott B.","2017-08-24 01:35:22",0.20961
761483,"Marcin Kowalski","2017-08-24 21:41:07",1.15191
761483,"Marcin Kowalski","2017-08-24 21:52:53",0.89482
761483,"Marcin Kowalski","2017-08-25 18:45:23",0.20881
761483,"Marcin Kowalski","2017-08-25 18:56:56",0.19909
761483,"Marcin Kowalski","2017-08-25 19:23:30",0.19190
761483,"Marcin Kowalski","2017-08-25 20:08:41",0.18694
761483,"Marcin Kowalski","2017-08-26 22:03:00",0.18522
761483,"Marcin Kowalski","2017-08-26 22:58:34",0.18309
761483,"Marcin Kowalski","2017-08-26 23:11:48",0.18234
796545,massquantity,"2017-08-27 08:08:10",0.11894
796545,massquantity,"2017-08-27 08:08:52",0.11776
796545,massquantity,"2017-08-27 13:09:12",0.11712
761483,"Marcin Kowalski","2017-08-27 18:18:41",0.13901
761483,"Marcin Kowalski","2017-08-27 22:36:56",0.13836
761483,"Marcin Kowalski","2017-08-27 22:46:12",0.13767
761483,"Marcin Kowalski","2017-08-28 18:51:39",0.13648
761483,"Marcin Kowalski","2017-08-29 19:52:35",0.13178
830544,"nicholas teague","2017-08-29 22:47:20",0.16894
830544,"nicholas teague","2017-08-30 01:57:55",0.16699
546808,takenotabi,"2017-08-30 05:37:11",0.20680
761483,"Marcin Kowalski","2017-08-30 20:45:13",0.12851
830544,"nicholas teague","2017-08-31 02:05:28",0.16624
883410,maxpayne10,"2017-08-31 12:59:05",0.16961
883410,maxpayne10,"2017-08-31 13:19:59",0.16716
761483,"Marcin Kowalski","2017-08-31 19:00:27",0.12690
761483,"Marcin Kowalski","2017-08-31 19:02:18",0.12576
761483,"Marcin Kowalski","2017-08-31 19:08:26",0.12543
761483,"Marcin Kowalski","2017-08-31 19:13:38",0.12379
830544,"nicholas teague","2017-08-31 19:41:23",0.16195
830544,"nicholas teague","2017-08-31 20:47:04",0.15005
761483,"Marcin Kowalski","2017-09-01 05:57:19",0.12133
883410,maxpayne10,"2017-09-01 07:02:42",0.16632
883410,maxpayne10,"2017-09-01 13:10:28",0.16362
761483,"Marcin Kowalski","2017-09-02 20:14:39",0.12125
761483,"Marcin Kowalski","2017-09-02 20:19:53",0.12112
830544,"nicholas teague","2017-09-04 17:49:18",0.14978
796545,massquantity,"2017-09-06 22:01:28",0.11653
897931,"Tony Kuo","2017-09-08 07:01:52",0.13747
897931,"Tony Kuo","2017-09-12 08:54:17",0.12226
905938,"Reid Cathcart","2017-09-16 11:59:02",0.13704
905938,"Reid Cathcart","2017-09-16 11:59:57",0.13443
905938,"Reid Cathcart","2017-09-16 12:06:38",0.13343
905938,"Reid Cathcart","2017-09-16 22:01:24",0.13177
905938,"Reid Cathcart","2017-09-17 05:28:53",0.12993
905938,"Reid Cathcart","2017-09-18 01:08:14",0.12901
905938,"Reid Cathcart","2017-09-18 03:06:47",0.12781
905938,"Reid Cathcart","2017-09-18 06:44:50",0.12737
796545,massquantity,"2017-09-18 10:35:31",0.11652
796545,massquantity,"2017-09-18 10:36:31",0.11652
796545,massquantity,"2017-09-18 10:44:47",0.11651
922006,"S. Suzuki","2017-09-18 15:44:45",0.20546
905938,"Reid Cathcart","2017-09-19 00:37:07",0.12023
905938,"Reid Cathcart","2017-09-19 01:28:02",0.11840
922006,"S. Suzuki","2017-09-19 14:24:05",0.14049
922006,"S. Suzuki","2017-09-20 14:19:52",0.12915
930338,"Juan Pardo","2017-09-21 12:26:47",0.16975
922006,"S. Suzuki","2017-09-21 14:28:37",0.12825
896141,LAK,"2017-09-22 14:05:30",0.12681
850142,progin,"2017-09-22 20:41:31",0.22375
922006,"S. Suzuki","2017-09-23 05:12:54",0.12755
922006,"S. Suzuki","2017-09-23 14:09:41",0.12301
930338,"Juan Pardo","2017-09-23 19:21:24",0.14993
930338,"Juan Pardo","2017-09-23 20:28:30",0.14991
930338,"Juan Pardo","2017-09-24 17:24:08",0.14198
796545,massquantity,"2017-09-25 11:31:22",0.11622
896141,LAK,"2017-09-25 17:16:16",0.12580
896141,LAK,"2017-09-25 18:07:32",0.12326
896141,LAK,"2017-09-26 14:36:39",0.12234
896141,LAK,"2017-09-26 14:48:38",0.12234
922006,"S. Suzuki","2017-09-26 14:54:29",0.12232
922006,"S. Suzuki","2017-09-26 14:58:27",0.12203
922006,"S. Suzuki","2017-09-26 15:04:12",0.12114
905938,"Reid Cathcart","2017-09-28 05:29:19",0.11815
948805,df52d2ad,"2017-09-28 06:08:13",0.11996
948805,df52d2ad,"2017-09-28 06:09:02",0.11821
948805,df52d2ad,"2017-09-28 06:10:40",0.11816
948805,df52d2ad,"2017-09-28 06:11:52",0.11777
896141,LAK,"2017-09-28 15:07:34",0.12107
905938,"Reid Cathcart","2017-09-29 00:01:37",0.11776
905938,"Reid Cathcart","2017-09-29 00:02:42",0.11774
905938,"Reid Cathcart","2017-09-29 00:09:37",0.11753
905938,"Reid Cathcart","2017-09-29 00:10:41",0.11752
905938,"Reid Cathcart","2017-09-29 00:11:42",0.11749
951451,jalas,"2017-09-29 09:49:26",0.20260
930338,"Juan Pardo","2017-09-30 12:38:47",0.14156
922006,"S. Suzuki","2017-09-30 14:31:34",0.12041
957897,"Amit Vikram","2017-10-02 08:20:30",0.30970
957897,"Amit Vikram","2017-10-02 08:24:40",0.16353
